"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0129629988403257,0.4174,-0.19,0.59,0.17,-0.64,-0.41
"ClusIPW",0.498684496252576,0.335,-0.38,0.2,0.29,0.32,0.79
"addIPW",0.573599072581536,0.501933333333333,0.01,0.63,0.37,-0.08,0.68
"Oracle",0.625062194457958,0.496433333333333,0,0.63,0.32,0.32,0.63
