"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0621265485707084,0.489466666666667,-0.04,0.69,0.11,-0.67,-0.26
"ClusIPW",0.548813638823525,0.5121,0.01,0.47,0.04,-0.01,0.88
"addIPW",0.4649423978519,0.5585,0.16,0.68,0.53,-0.28,0.38
"Oracle",0.639667899094178,0.497966666666667,0,0.63,0.32,0.32,0.63
