"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.100542544302305,0.458233333333333,-0.13,0.68,0.43,-0.35,-0.47
"ClusIPW",0.272834922289849,0.1833,-0.67,0.28,0.23,0.64,0.05
"addIPW",0.268262228270709,0.6023,0.27,-0.29,0.15,0.78,0.46
"Oracle",0.6425022879398,0.5015,0,0.63,0.32,0.32,0.63
