"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0994513229638748,0.719533333333333,0.51,0.61,0.39,-0.38,-0.27
"ClusIPW",-0.301294672983664,0.754166666666667,0.59,-0.14,-0.38,0.23,-0.66
"addIPW",0.594151840251935,0.476666666666667,-0.05,0.51,0.11,0.4,0.76
"Oracle",0.639887892723597,0.498133333333333,0,0.63,0.32,0.32,0.63
