"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0215166692943827,0.553666666666667,0.12,0.68,0.15,-0.61,-0.36
"ClusIPW",0.600190768511616,0.464866666666667,-0.1,0.5,0.43,0.02,0.75
"addIPW",0.564338675397054,0.642066666666667,0.36,0.6,0.18,0.18,0.67
"Oracle",0.633804328981242,0.5055,0,0.63,0.32,0.32,0.63
