"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0717848409351654,0.475833333333333,-0.06,0.56,0.39,-0.71,-0.17
"ClusIPW",0.395865887747265,0.5825,0.21,0.84,0.38,-0.29,0.16
"addIPW",0.607988954448366,0.4764,-0.06,0.77,0.1,0.39,0.48
"Oracle",0.639142207199248,0.509033333333333,0,0.63,0.32,0.32,0.63
