"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.162094614972166,0.559966666666667,0.16,0.73,0.24,-0.61,-0.13
"ClusIPW",0.556289051551168,0.497133333333333,-0.01,0.65,-0.13,0.36,0.65
"addIPW",0.556811911538373,0.645066666666667,0.34,0.74,0.42,0.28,0.29
"Oracle",0.641599258932985,0.499533333333333,0,0.63,0.32,0.32,0.63
