"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0599373857714722,0.4334,-0.14,0.53,0.43,-0.67,-0.26
"ClusIPW",0.522936510924792,0.3795,-0.33,0.64,-0.2,0.18,0.64
"addIPW",0.619320438387328,0.5389,0.09,0.78,0.27,0.15,0.54
"Oracle",0.634887360381253,0.500266666666667,0,0.63,0.32,0.32,0.63
