"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.11275907432077,0.5043,0.01,0.78,0.11,-0.56,-0.27
"ClusIPW",0.409274205493954,0.571433333333333,0.17,-0.06,0.73,0.21,0.63
"addIPW",0.559637209938138,0.5143,0.02,0.52,-0.09,0.18,0.83
"Oracle",0.628122548763331,0.4957,0,0.63,0.32,0.32,0.63
