"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.040587407548887,0.5665,0.19,0.57,0.39,-0.61,-0.35
"ClusIPW",0.515444043315125,0.286233333333333,-0.48,0.48,0.25,0.48,0.48
"addIPW",0.594243411372158,0.585533333333333,0.2,0.43,0.36,0.49,0.64
"Oracle",0.632681629689291,0.498633333333333,0,0.63,0.32,0.32,0.63
