"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.105753705904865,0.5881,0.23,0.67,0.36,-0.55,-0.25
"ClusIPW",0.531580716256593,0.5536,0.14,0.32,0.67,0.06,0.66
"addIPW",0.648897018004586,0.5306,0.05,0.61,0.32,0.48,0.55
"Oracle",0.619381117762155,0.496166666666667,0,0.63,0.32,0.32,0.63
