"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0959434041648316,0.395,-0.26,0.66,0.2,-0.65,-0.19
"ClusIPW",0.538302609856174,0.522466666666667,0.06,0.54,0.59,-0.09,0.59
"addIPW",0.61045077364979,0.552,0.12,0.46,0.48,0.29,0.67
"Oracle",0.612698449419656,0.496733333333333,0,0.63,0.32,0.32,0.63
