"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.196488101728243,0.5405,0.1,0.65,0.36,-0.66,-0.04
"ClusIPW",0.581677681850374,0.5386,0.11,0.68,-0.08,0.34,0.64
"addIPW",0.60553496212388,0.4332,-0.17,0.77,0.23,0.19,0.54
"Oracle",0.622798446592246,0.492333333333333,0,0.63,0.32,0.32,0.63
