"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0033465183558766,0.4515,-0.12,0.55,0.36,-0.62,-0.41
"ClusIPW",0.446963231509193,0.537533333333333,0.11,-0.02,0.42,0.13,0.89
"addIPW",0.551070242534776,0.5317,0.06,0.21,0.41,0.52,0.72
"Oracle",0.642375142054638,0.509,0,0.63,0.32,0.32,0.63
