"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.231377925045669,0.526966666666667,0.05,0.8,0.37,-0.44,-0.18
"ClusIPW",0.511529692839594,0.3796,-0.28,0.8,0.4,-0.06,0.35
"addIPW",0.434964709933768,0.593833333333333,0.24,0.11,0.54,0.65,0.46
"Oracle",0.627532250211298,0.5015,0,0.63,0.32,0.32,0.63
