"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.15080041563778,0.502133333333333,-0.01,0.71,0.45,-0.39,-0.37
"ClusIPW",0.449193826838079,0.608266666666667,0.27,0.1,-0.09,0.52,0.8
"addIPW",0.633323956455823,0.4793,-0.04,0.63,0.15,0.39,0.65
"Oracle",0.619011907992892,0.494433333333333,0,0.63,0.32,0.32,0.63
