"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0710275897754881,0.565533333333333,0.14,0.71,0.21,-0.58,-0.29
"ClusIPW",0.253340780425405,0.0929666666666667,-0.8,0.26,0.35,0.24,0.33
"addIPW",0.560678309431443,0.309433333333333,-0.45,0.48,0.4,0.35,0.54
"Oracle",0.632174390358566,0.491833333333333,0,0.63,0.32,0.32,0.63
