"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.112826700607679,0.5276,0.05,0.75,0.4,-0.27,-0.45
"ClusIPW",0.57248267102924,0.416833333333333,-0.22,0.55,0.12,0.04,0.8
"addIPW",0.394939056514718,0.624766666666667,0.3,0.65,-0.18,-0.33,0.58
"Oracle",0.630812329638689,0.508966666666667,0,0.63,0.32,0.32,0.63
