"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.142652529425826,0.588533333333333,0.22,0.68,0.15,-0.68,-0.02
"ClusIPW",0.478757533943723,0.403066666666667,-0.22,0.91,-0.1,0.23,0.24
"addIPW",0.50281673391088,0.548566666666667,0.13,0.69,0.62,0.34,0.13
"Oracle",0.640840611688984,0.5031,0,0.63,0.32,0.32,0.63
