"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0540221913162972,0.547133333333333,0.11,0.72,0.13,-0.6,-0.29
"ClusIPW",0.597421295451993,0.5382,0.08,0.49,0.42,0.08,0.75
"addIPW",0.629679971030811,0.601833333333333,0.23,0.51,0.2,0.47,0.65
"Oracle",0.625312289100707,0.495066666666667,0,0.63,0.32,0.32,0.63
