"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.145022544104362,0.544433333333333,0.1,0.74,0.27,-0.52,-0.32
"ClusIPW",0.426459711123705,0.572266666666667,0.18,0.33,-0.36,0.28,0.81
"addIPW",0.553078291525222,0.672866666666667,0.41,0.36,0.23,0.32,0.74
"Oracle",0.633546865972615,0.507766666666667,0,0.63,0.32,0.32,0.63
