"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0216789231562661,0.442933333333333,-0.14,0.56,0.14,-0.75,-0.29
"ClusIPW",0.546004145725617,0.493066666666667,0,0.63,0.07,-0.06,0.77
"addIPW",0.630222301748626,0.5209,0.06,0.6,0.39,0.28,0.64
"Oracle",0.647710905732747,0.5107,0,0.63,0.32,0.32,0.63
