"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0694960071190514,0.458766666666667,-0.1,0.65,0.35,-0.57,-0.34
"ClusIPW",0.567574242335739,0.542933333333333,0.12,0.44,0.54,0.55,0.44
"addIPW",0.463154934394952,0.600333333333333,0.24,0.32,0.82,0.28,0.3
"Oracle",0.62946415506697,0.5039,0,0.63,0.32,0.32,0.63
