"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.00284037041455167,0.483333333333333,-0.04,0.69,0.17,-0.57,-0.42
"ClusIPW",0.297054885127155,0.741433333333333,0.54,0.03,0.58,-0.18,0.58
"addIPW",0.534703599852648,0.5463,0.13,0.21,0.53,0.33,0.74
"Oracle",0.63633967889475,0.496833333333333,0,0.63,0.32,0.32,0.63
