"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0319520226793837,0.4992,0.02,0.49,0.15,-0.81,-0.29
"ClusIPW",0.526842019159987,0.6406,0.34,0.57,-0.14,0.47,0.57
"addIPW",0.587496885899267,0.5351,0.12,0.65,0.44,0.22,0.56
"Oracle",0.61204944034734,0.4919,0,0.63,0.32,0.32,0.63
