"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.00247207255495408,0.482833333333333,-0.03,0.5,0.36,-0.72,-0.33
"ClusIPW",0.34230729605624,0.4034,-0.23,-0.25,0.56,0.3,0.69
"addIPW",0.523072374300789,0.530766666666667,0.09,0.84,0.24,0.44,0.17
"Oracle",0.63931744349025,0.5038,0,0.63,0.32,0.32,0.63
