"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.070074593949302,0.497133333333333,0,0.5,0.25,-0.64,-0.52
"ClusIPW",0.277367582568822,0.7205,0.49,0.6,0.6,-0.18,-0.1
"addIPW",0.396298915838761,0.6514,0.37,0.07,0.15,-0.16,0.9
"Oracle",0.646309212322769,0.5029,0,0.63,0.32,0.32,0.63
