"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0347433014686585,0.471933333333333,-0.05,0.57,0.29,-0.62,-0.46
"ClusIPW",0.513644105931956,0.4476,-0.14,0.5,0.03,0.74,0.43
"addIPW",0.547912274401204,0.6559,0.35,0.83,0.06,0.17,0.38
"Oracle",0.639484360603534,0.500866666666667,0,0.63,0.32,0.32,0.63
