"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.115946198928808,0.5511,0.1,0.68,0.25,-0.64,-0.21
"ClusIPW",0.575030349610431,0.443933333333333,-0.14,0.37,0.12,0.51,0.75
"addIPW",0.563016574698508,0.367233333333333,-0.31,0.5,0.11,0.42,0.68
"Oracle",0.616651098930025,0.506233333333333,0,0.63,0.32,0.32,0.63
