"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.00561943789954523,0.6149,0.29,0.62,0.12,-0.64,-0.33
"ClusIPW",0.572661162018534,0.6111,0.26,0.41,0.56,0.39,0.54
"addIPW",0.515846650107,0.649133333333333,0.35,0.82,0.27,0.28,0.22
"Oracle",0.6162973263015,0.497,0,0.63,0.32,0.32,0.63
