"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0944901129089822,0.363733333333333,-0.34,0.43,0.24,-0.66,-0.46
"ClusIPW",0.570666144490008,0.457433333333333,-0.08,0.88,0.08,0.21,0.42
"addIPW",0.621652381190673,0.4426,-0.16,0.73,0.39,0.31,0.44
"Oracle",0.644312456558728,0.500466666666667,0,0.63,0.32,0.32,0.63
