"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0179628992815411,0.4021,-0.25,0.32,0.64,-0.59,-0.28
"ClusIPW",0.587527813219558,0.431166666666667,-0.17,0.66,-0.05,0.4,0.61
"addIPW",0.520044187558323,0.462,-0.11,0.8,-0.14,0.45,0.34
"Oracle",0.622832570927757,0.4946,0,0.63,0.32,0.32,0.63
