"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0623174477514907,0.474833333333333,-0.07,0.59,0.16,-0.64,-0.46
"ClusIPW",0.610937988232236,0.514,0.04,0.66,0.57,0.2,0.45
"addIPW",0.539459827312558,0.625,0.31,0.65,0.5,-0.01,0.49
"Oracle",0.611798120155025,0.494966666666667,0,0.63,0.32,0.32,0.63
