"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.15765568086502,0.440933333333333,-0.13,0.71,0.33,-0.54,-0.26
"ClusIPW",0.554520044783033,0.412266666666667,-0.21,0.59,0.59,0.38,0.35
"addIPW",0.594059859436105,0.5994,0.23,0.59,0.2,0.48,0.56
"Oracle",0.653219590162131,0.513933333333333,0,0.63,0.32,0.32,0.63
