"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.201203583815582,0.505266666666667,0.04,0.75,0.39,-0.48,-0.24
"ClusIPW",0.463673608907279,0.395466666666667,-0.24,0.04,0.66,0.27,0.66
"addIPW",-0.00180162489436446,0,-1,0,0,0,0
"Oracle",0.62097232870744,0.5038,0,0.63,0.32,0.32,0.63
