"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.128259750300802,0.580733333333333,0.19,0.75,0.23,-0.55,-0.22
"ClusIPW",0.37639173190225,0.182566666666667,-0.67,0.67,0.21,0.15,0.2
"addIPW",0.38948945503809,0.545966666666667,0.12,0.78,-0.39,0.42,0.22
"Oracle",0.619874412577204,0.497933333333333,0,0.63,0.32,0.32,0.63
