"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.000160974924429152,0.437266666666667,-0.16,0.48,0.39,-0.69,-0.34
"ClusIPW",0.535943326450966,0.6349,0.33,0.77,0.06,0.46,0.28
"addIPW",0.595181948264333,0.6255,0.3,0.48,0.43,0.41,0.58
"Oracle",0.621169198875671,0.5009,0,0.63,0.32,0.32,0.63
