"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.00509848713494285,0.541633333333333,0.1,0.58,-0.06,-0.78,-0.22
"ClusIPW",0.532657523074085,0.462266666666667,-0.07,0.23,0.35,0.65,0.63
"addIPW",0.488049992893387,0.619466666666667,0.29,0.11,0.08,0.23,0.92
"Oracle",0.635548676074117,0.497333333333333,0,0.63,0.32,0.32,0.63
