"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.11364668874743,0.5329,0.08,0.57,0.46,-0.66,-0.15
"ClusIPW",0.416190712167306,0.179533333333333,-0.68,0.43,0.31,0.27,0.43
"addIPW",0.601294374701579,0.441966666666667,-0.15,0.54,0.34,0.57,0.49
"Oracle",0.634058918774458,0.499233333333333,0,0.63,0.32,0.32,0.63
