"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.0240894340150674,0.511933333333333,0.03,0.6,0.31,-0.64,-0.38
"ClusIPW",0.405835163669221,0.188233333333333,-0.66,0.46,0.38,0.26,0.38
"addIPW",0.593911206727441,0.488266666666667,-0.03,0.59,0.5,-0.03,0.63
"Oracle",0.646803552999991,0.504933333333333,0,0.63,0.32,0.32,0.63
