"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",-0.0332981755114538,0.472633333333333,-0.05,0.56,0.34,-0.57,-0.49
"ClusIPW",0.609025092884833,0.6341,0.29,0.54,0.33,0.46,0.55
"addIPW",0.477359244145798,0.7571,0.58,0.47,0.11,0.41,0.51
"Oracle",0.617875389117384,0.496633333333333,0,0.63,0.32,0.32,0.63
