"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.099,0.461,-0.47,-0.53,0.7,-0.08
"ClusIPW",0.156,0.03,-0.71,0.19,-0.48,-0.48
"addIPW",0.136,0.268,-0.25,-0.43,-0.41,-0.77
"Oracle",0.197,0.282,0,-0.16,0.08,-0.98
