"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.109,0.428,-0.31,-0.75,0.29,-0.51
"ClusIPW",0.06,0.431,-0.32,0.91,-0.23,-0.09
"addIPW",0.178,0.263,0.4,-0.01,-0.76,-0.51
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
