"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.097,0.459,-0.5,-0.66,0.56,0.03
"ClusIPW",0.059,0.442,-0.25,0.94,-0.11,-0.19
"addIPW",0.176,0.212,-0.44,0.02,0.76,-0.47
"Oracle",0.196,0.281,0,-0.16,0.08,-0.98
