"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.078,0.56,0.39,-0.91,-0.04,0.11
"ClusIPW",0.071,0.4,-0.41,0.84,-0.18,-0.3
"addIPW",0.198,0.498,0.45,0,0,-0.89
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
