"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.083,0.53,0.11,-0.98,0.06,0.17
"ClusIPW",0.07,0.409,-0.19,0.8,-0.16,-0.54
"addIPW",0.198,0.5,0.45,0,0,-0.89
"Oracle",0.197,0.279,0,-0.16,0.08,-0.98
