"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.097,0.454,-0.46,-0.24,0.85,-0.1
"ClusIPW",0.13,0.153,-0.73,0.36,-0.37,-0.44
"addIPW",0.111,0.314,-0.69,-0.63,-0.11,-0.33
"Oracle",0.205,0.255,-0.03,-0.13,0.05,-0.99
