"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.099,0.452,-0.5,-0.47,0.73,-0.07
"ClusIPW",0.053,0.477,-0.07,0.98,-0.04,-0.17
"addIPW",0.198,0.5,0.45,0,0,-0.89
"Oracle",0.196,0.28,0,-0.16,0.08,-0.98
