"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.085,0.479,-0.52,-0.61,0.47,0.37
"ClusIPW",0.081,0.528,0.4,0.39,0.2,-0.81
"addIPW",0.174,0.255,0.34,-0.09,-0.72,-0.6
"Oracle",0.198,0.283,0,-0.16,0.08,-0.98
