"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.088,0.472,0.12,-0.66,-0.71,0.18
"ClusIPW",0.019,0.997,0.62,-0.09,0.12,0.77
"addIPW",0.074,0.362,0.24,-0.06,-0.95,0.2
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
