"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.016,0.499,-0.71,0,0,0.71
"ClusIPW",0.05,0.475,-0.16,0.98,-0.11,0.01
"addIPW",0.128,0.118,-0.92,0.21,0.34,-0.01
"Oracle",0.196,0.278,0,-0.16,0.08,-0.98
