"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.1,0.479,-0.36,-0.37,0.83,-0.22
"ClusIPW",0.155,0.053,-0.67,-0.22,-0.45,-0.54
"addIPW",0.199,0.503,0.45,0,0,-0.89
"Oracle",0.199,0.28,0,-0.16,0.08,-0.98
