"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.092,0.433,-0.44,-0.79,-0.27,0.32
"ClusIPW",0.071,0.394,-0.38,0.83,-0.19,-0.36
"addIPW",0.16,0,-1,0,0,0
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
