"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.1,0.455,-0.22,-0.96,-0.16,-0.06
"ClusIPW",0.108,0.39,-0.43,-0.81,-0.16,-0.37
"addIPW",0.152,0.448,0.45,0.15,-0.25,-0.84
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
