"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.019,1,1,0,0,0
"ClusIPW",0.056,0.465,-0.09,0.96,-0.06,-0.26
"addIPW",0.072,0.462,0.43,0.14,-0.89,-0.07
"Oracle",0.205,0.281,-0.01,-0.06,0.08,-0.99
