"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.096,0.432,-0.61,-0.53,0.57,0.12
"ClusIPW",0.071,0.393,-0.49,0.83,-0.21,-0.16
"addIPW",0.136,0.302,0.38,0.11,-0.78,-0.49
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
