"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.434,-0.64,-0.57,0.38,0.35
"ClusIPW",0.06,0.442,-0.22,0.94,-0.12,-0.24
"addIPW",0.196,0.503,0.45,0,0,-0.89
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
