"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.081,0.5,-0.33,-0.75,0.08,0.56
"ClusIPW",0.052,0.477,-0.1,0.99,-0.11,-0.03
"addIPW",0.068,0.297,0.12,0.02,-0.94,0.32
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
