"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.507,0.43,-0.61,-0.65,-0.12
"ClusIPW",0.159,0.019,-0.77,0.17,-0.33,-0.52
"addIPW",0.044,0.748,0.91,-0.42,-0.07,-0.04
"Oracle",0.199,0.28,0,-0.16,0.08,-0.98
