"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.462,0.08,-0.7,-0.7,0.12
"ClusIPW",0.062,0.435,-0.37,0.87,0.17,-0.27
"addIPW",0.058,0.641,0.78,0.39,-0.37,-0.32
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
