"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.526,-0.21,-0.47,0.83,-0.21
"ClusIPW",0.052,0.708,0.38,-0.46,0.8,-0.04
"addIPW",0.118,0.19,-0.84,-0.25,0.46,-0.11
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
