"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.078,0.53,-0.36,-0.61,0.6,0.36
"ClusIPW",0.06,0.438,-0.26,0.92,-0.1,-0.26
"addIPW",0.198,0.499,0.45,0,0,-0.89
"Oracle",0.196,0.282,0,-0.16,0.08,-0.98
