"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.106,0.455,-0.25,-0.76,0.43,-0.42
"ClusIPW",0.139,0.145,-0.68,-0.34,-0.31,-0.56
"addIPW",0.198,0.5,0.45,0,0,-0.89
"Oracle",0.197,0.277,0,-0.16,0.08,-0.98
