"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.078,0.362,-0.7,-0.2,0.57,0.37
"ClusIPW",0.07,0.404,-0.41,0.86,-0.13,-0.28
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
